"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"Z45DN22D","journalArticle","2017","Waring, Timothy; Acheson, James","Evidence of cultural group selection in territorial lobstering in Maine","Sustainability Science","","","10.1007/s11625-017-0501-x","http://link.springer.com/10.1007/s11625-017-0501-x","Relatively little is known about how resource conservation practices and institutions emerge. We examine the historical emergence of territoriality and conservation rules in Maine's lobstering industry, using a cultural evolutionary perspective. Cultural evolution suggests that cultural adaptations such as practices and institutions arise as a result of evolutionary selection pressure. The cultural multilevel selection framework of Waring et al. (Ecol Soc, 2015) further proposes that group cultural adaptations tend to emerge at a level of social organization corresponding to the underlying dilemma. Drawing on detailed history and ethnography, we conduct a retrospective assessment to determine which levels of social organization experienced selection pressures that might explain the emergence of lobstering territoriality and conservation practices we observe in history. The evidence strongly suggests that informal territoriality evolved by selection on harbor gang behavior, while some conservation practices spread via selection at other levels from individuals to regional lobstering zones. We identify two apparent historical shifts in the dominant level of selection for these practices over the history of the industry and discuss the implications of this trajectory for the evolution of lobster management in the Gulf of Maine.","2017-11","2020-11-17 20:35:09","2023-12-07 17:40:25","","1–14","","","","","","","","","","","","","","","","","","","","21 citations (Crossref) [2023-12-07] Publisher: Springer Japan","","/Users/nah093/Zotero/storage/H4ICIQ7K/Waring and Acheson - 2018 - Evidence of cultural group selection in territoria.pdf; /Users/nah093/Zotero/storage/VE87BHV6/10.html","","F:Socio-Environmental Resilience; sesync acknowledgment; T:Socio-Environmental Systems; 2017; T:Conservation; T:Natural Resource Management; T:Anthropology/Human Ecology; F:Water & People; Year 3; T:Fisheries; K:cooperation; 2014V-028; K:cultural evolution; K:Venture; K:fisheries management; K:cultural group selection; K:lobster; K:territoriality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H7PXFP2L","journalArticle","2017","Xiaoli Dong; Albert Ruhi; Nancy B. Grimm","Evidence for self-organization in determining spatial patterns of stream nutrients, despite primacy of the geomorphic template.","Proceedings of the National Academy of Sciences","","","10.1073/pnas.1617571114","http://www.ncbi.nlm.nih.gov/pubmed/28559326","Nutrients in freshwater ecosystems are highly variable in space and time. Nevertheless, the variety of processes contributing to nutrient patchiness, and the wide range of spatial and temporal scales at which these processes operate, obfuscate how this spatial heterogeneity is generated. Here, we describe the spatial structure of stream nutrient concentration, quantify the relative importance of the physical template and biological processes, and detect and evaluate the role of self-organization in driving such patterns. We examined nutrient spatial patterns in Sycamore Creek, an intermittent desert stream in Arizona that experienced an ecosystem regime shift [from a gravel/algae-dominated to a vascular plant-dominated (hereafter, ""wetland"") system] in 2000 when cattle grazing ceased. We conducted high-resolution nutrient surveys in surface water along a 10-km stream reach over four visits spanning 18 y (1995-2013) that represent different successional stages and prewetland stage vs. postwetland state. As expected, groundwater upwelling had a major influence on nutrient spatial patterns. However, self-organization realized by the mechanism of spatial feedbacks also was significant and intensified over ecosystem succession, as a resource (nitrogen) became increasingly limiting. By late succession, the effects of internal spatial feedbacks and groundwater upwelling were approximately equal in magnitude. Wetland establishment influenced nutrient spatial patterns only indirectly, by modifying the extent of surface water/groundwater exchange. This study illustrates that multiple mechanisms interact in a dynamic way to create spatial heterogeneity in riverine ecosystems, and provides a means to detect spatial self-organization against physical template heterogeneity as a dominant driver of spatial patterns.","2017-06","2020-11-17 20:35:10","2023-12-07 17:40:25","","E4744–E4752","","24","114","","","","","","","","","","","","","","","","","14 citations (Crossref) [2023-12-07] Publisher: National Academy of Sciences PMID: 28559326","","/Users/nah093/Zotero/storage/QD89KFBI/Dong et al. - 2017 - Evidence for self-organization in determining spat.pdf; ; /Users/nah093/Zotero/storage/3K99QICZ/E4744.html","http://www.ncbi.nlm.nih.gov/pubmed/28559326","sesync acknowledgment; T:Resilience; 2017; Postdoc; T:Lakes, Rivers, Streams, & Wetlands; T:Ecology; Year 6; F:Water & People; 2016PF-025; T:Disturbance; K:ecosystem succession; K:spatial feedbacks; K:spatial heterogeneity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J64SQPQE","journalArticle","2016","Robert I McDonald; Katherine F Weber; Julie Padowski; Tim Boucher; Daniel Shemie","Estimating watershed degradation over the last century and its impact on water-treatment costs for the world's large cities","Proceedings of the National Academy of Sciences","","0027-8424","10.1073/pnas.1605354113","http://www.pnas.org/content/113/32/9117.abstract","Urban water systems are impacted by land use within their source watersheds, as it affects raw water quality and thus the costs of water treatment. However, global estimates of the effect of land cover change on urban water-treatment costs have been hampered by a lack of global information on urban source watersheds. Here, we use a unique map of the urban source watersheds for 309 large cities (population > 750,000), combined with long-term data on anthropogenic land-use change in their source watersheds and data on water-treatment costs. We show that anthropogenic activity is highly correlated with sediment and nutrient pollution levels, which is in turn highly correlated with treatment costs. Over our study period (1900–2005), median population density has increased by a factor of 5.4 in urban source watersheds, whereas ranching and cropland use have increased by a factor of 3.4 and 2.0, respectively. Nearly all (90%) of urban source watersheds have had some level of watershed degradation, with the average pollutant yield of urban source watersheds increasing by 40% for sediment, 47% for phosphorus, and 119% for nitrogen. We estimate the degradation of watersheds over our study period has impacted treatment costs for 29% of cities globally, with operation and maintenance costs for impacted cities increasing on average by 53 ± 5% and replacement capital costs increasing by 44 ± 14%. We discuss why this widespread degradation might be occurring, and strategies cities have used to slow natural land cover loss.","2016-07","2020-11-17 20:35:28","2023-12-07 17:40:24","","9117–9122","","32","113","","","","","","","","","","","","","","","","","93 citations (Crossref) [2023-12-07] PMID: 27457941","","/Users/nah093/Zotero/storage/6JFHHS7N/McDonald et al. - 2016 - Estimating watershed degradation over the last cen.pdf; ; /Users/nah093/Zotero/storage/6LSDB3N9/9117.html","http://www.ncbi.nlm.nih.gov/pubmed/27457941","F:Built Environment; no acknowledgment; Pursuit; Year 1; F:Land & Human Dynamics; T:Natural Resource Management; T:Lakes, Rivers, Streams, & Wetlands; T:Ecosystem Services/Functions; 2016; F:Computationally Intensive Projects & Initiatives; F:Water & People; T:Engineering & Design; K:ecosystem services; K:land use change; K:watershed; 2012T1-005; K:water treatment; K:History Database of the Global Environment; K:operations and maintenance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8CPT5HPG","journalArticle","2023","Hill, Dustin T.; Collins, Mary B.","Competition, Chromium, and Contracts: The Interaction Between Bidding Intensity and Toxic Waste Releases","Society & Natural Resources","","0894-1920","10.1080/08941920.2023.2251414","https://doi.org/10.1080/08941920.2023.2251414","The public procurement sector has a high impact on the environment including pollution from manufacturing. Competition is the primary way that the United States government ensures that the most efficient facilities receive contracts, but whether this competition leads to more, or less, pollution is unknown. We explore the impact of competition for contracts on contractor pollution in sectors that handle chromium, a toxic, yet necessary, component in many goods. We find that competition alone has negligible impact on overall chromium releases among contractors; however, the way chromium is used in the manufacturing process does. Contractors that use chromium as a component report higher releases of chromium waste than contractors that only use chromium in non-incorporative ways. However, when contractors face higher competition for contracts, pollution levels significantly decrease. This suggests that both competition and the use of the metal are important. Findings support a complex association between competition and pollution generation.","2023-08","2023-08-31 21:28:14","2023-12-07 17:40:05","2023-08-31 21:28:14","1-23","","0","0","","","Competition, Chromium, and Contracts","","","","","","","","","","","","Taylor and Francis+NEJM","","0 citations (Crossref) [2023-12-07] Publisher: Routledge _eprint: https://doi.org/10.1080/08941920.2023.2251414","","","","sesync acknowledgment; T:Socio-Environmental Systems; Postdoc; F:Socio-Environmental Modeling; F:Water & People; T:Policy & Regulation; F:Vulnerability & Risk; F:Governance & Natural Resources; Year 3; 2023; T:Political Science; 2013PF-005; K:Bayesian model; K:bids; K:industrial pollution; K:porter hypothesis; K:procurement; K:race to the bottom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZFRKMSPG","journalArticle","2016","Hubacek, Klaus; Feng, Kuishuang","Comparing apples and oranges: Some confusion about using and interpreting physical trade matrices versus multi-regional input–output analysis","Land Use Policy","","02648377","10.1016/j.landusepol.2015.09.022","http://linkinghub.elsevier.com/retrieve/pii/S0264837715002938","The questions of how to account for upstream land requirements is highly relevant for assigning responsibility for global land use. Two approaches, physical trade flow analysis and multi-regional input–output analysis have been frequently used for land accounting of international trade leading to diametrically opposed results for countries such as China. In this study, we investigate and explain the differences by comparing the estimates of cropland embodied in international trade for China from studies using physical trade flows (PTF) and multi-regional input–output (MRIO) analysis and provide a step-wise calculation to explain the gap between estimates from these different approaches and their interpretation. Our results show that the gap between PTF and MRIO is largely due to the system boundary selection and truncation errors from the boundary cut-off. These two approaches should be used for different research purposes. If focusing on the flows of a particular product, in particular primary products such as rice, wheat or other grains, among countries the higher level of detail of physical flow model is more suited. Whereas when accounting for the total embodied land in trade and consumption-based land use by recipient countries to analyze drivers of land use, MRIO is more suitable for tracking entire global supply chains.","2016-01","2020-11-17 20:35:23","2023-12-07 17:40:05","","194–201","","","50","","","","","","","","","","","","","","","","","72 citations (Crossref) [2023-12-07]","","/Users/nah093/Zotero/storage/A79NYXJB/Hubacek and Feng - 2016 - Comparing apples and oranges Some confusion about.pdf","","no acknowledgment; T:Economics; T:Agriculture; Venture; T:Methods & Methodology; 2016; 2014V-027; Year 3; F:Food Systems & the Environment; K:international trade; K:china; K:embodied land; K:multiregional input-output analysis; K:physical trade flows","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WYR87JD4","journalArticle","2015","Joseph R. Peters; Lauren Yeager; Craig A. Layman","Comparison of fish assemblages in restored and natural mangrove habitats along an urban shoreline","Bulletin of Marine Science","","","10.5343/bms.2014.1063","http://openurl.ingenta.com/content/xref?genre=article&issn=0007-4977&volume=91&issue=2&spage=125","The installation of living shorelines is one strategy used to ameliorate habitat degradation along developed coastlines. In this process, existing hard structures, such as sea walls and riprap evetments, are supplemented with habitat forming species, e.g., oysters and mangrove trees, to improve habitat quality and function. Shoreline restorations in Biscayne Bay, Florida, USA, often utilize red mangroves, Rhizophora mangle (Linneaus, 1753), in addition to riprap revetments, to help stabilize the shoreline. This riprap-mangrove habitat provides structure for marine organisms to utilize and is believed to improve shoreline habitats in areas previously cleared of mangroves. We examined whether habitat provisioning was similar between restored mangrove habitat with the inclusion of riprap boulders and natural mangrove shorelines. We compared fish assemblages between natural mangrove and riprapmangrove habitats within two areas of northern Biscayne Bay. Fish community structure and certain benthic cover types varied between mangroves and riprap-mangrove habitats. Total fish abundance was greater in mangrove habitat, while taxonomic richness was highest in riprap-mangrove sites in the northern part of the bay. Our findings suggest that fish assemblages and community structure are different between these habitat types, although the geographic context may mediate the effect of habitat type. Therefore, it is likely that these restored mangroves provide different ecological services than unaltered mangrove shorelines.","2015-04","2020-11-17 20:35:18","2023-12-07 17:40:05","","125–139","","2","91","","","","","","","","","","","","","","","","","25 citations (Crossref) [2023-12-07]","","","","sesync acknowledgment; Year 4; F:Built Environment; 2015; Postdoc; T:Conservation; T:Lakes, Rivers, Streams, & Wetlands; T:Ocean & Marine Life; T:Fisheries; T:Coasts & Shorelines; 2014PF-015; K:mangroves; K:restoration; K:fish population data; K:mangal; K:natural wetlands; K:restored wetlands; K:wetland fish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3KCWC4CD","journalArticle","2016","Jampel Dell'Angelo; Paul F. McCord; Drew Gower; Stefan Carpenter; Kelly K. Caylor; Tom P. Evans","Community water governance on Mount Kenya: An assessment based on Ostrom's design principles of natural resource management","Mountain Research and Development","","","10.1659/MRD-JOURNAL-D-15-00040.1","http://www.bioone.org/doi/10.1659/MRD-JOURNAL-D-15-00040.1","Kenyan river basin governance underwent a pioneering reform in the Water Act of 2002, which established new community water-management institutions. This article focuses on community water projects in the Likii Water Resource Users Association in the Upper Ewaso Ng'iro River basin on Mount Kenya, and the extent to which their features are consistent with Ostrom's design principles of natural resource management. Although the projects have developed solid institutional structures, pressures such as hydroclimatic change, population growth, and water inequality challenge their ability to manage their water resources. Institutional homogeneity across the different water projects and congruence with the design principles is not necessarily a positive factor. Strong differences in household water flows within and among the projects point to the disconnection between apparently successful institutions and their objectives, such as fair and equitable water allocation.","2016-02","2020-11-17 20:35:19","2023-12-07 17:40:05","","102–115","","1","36","","","","","","","","","","","","","","","","","32 citations (Crossref) [2023-12-07] Publisher: The International Mountain Society Department of Psychology, Indiana University, Bloomington, Indiana 47405","","/Users/nah093/Zotero/storage/NC24ZL34/community-water-governance-on-mount-kenya-an-assessment-based-on-.html","","sesync acknowledgment; Year 4; Postdoc; T:Natural Resource Management; T:Lakes, Rivers, Streams, & Wetlands; 2016; F:Water & People; T:Human Rights, Security, & Environmental Justice; 2014PF-012; T:Human Health & Well-Being; K:community-based water management; K:household water flow; K:institutional fit; K:kenya water reform; K:mountain water governance; K:ostrom's 8 design principles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H5Y2LNVS","journalArticle","2019","Elsa C. Anderson; Monika H. Egerer; Nakisha Fouch; Mysha Clarke; Melissa J. Davidson","Comparing community garden typologies of Baltimore, Chicago, and New York City (USA) to understand potential implications for socio-ecological services","Urban Ecosystems","","","10.1007/s11252-019-00855-9","http://link.springer.com/10.1007/s11252-019-00855-9","Urban community gardens offer unique social and ecological benefits in cities. However, given the dynamic nature of cities and the profound effects of variable land uses on green space provisioning for people and wildlife, investigating community gardens from a landscape perspective offers valuable insight into the functions of these spaces in terms of ecosystem services and sustainable development. In this study, we use garden locations provided by stakeholder groups and fine-scale spatial data to compare community gardens across three cities: New York City, NY, Chicago, IL, and Baltimore, MD (USA). In each city, we assess the spatial distribution of gardens and compare the natural vegetation and impervious surface cover within these gardens to the surrounding neighborhood and landscape. We then compared these cities to clarify the role of community gardens in metropolitan development. Our findings demonstrate that gardens cluster in neighborhoods in New York City and Chicago, but they are more spatially distributed across the landscape in Baltimore. The distribution of Baltimore’s community gardens is more likely to be contributing to a greater network of ecosystem services across a broader urban landscape. Moreover, at the garden scale, gardens in NYC and Chicago have more canopy cover and built infrastructure than the more herbaceous gardens in Baltimore. This suggests that our case study cities exhibit different garden typologies, histories, and potential for ecosystem services. This work provides critical insight into the typology in and around community gardens in different cities, which is useful in understanding the potential ecosystem services and planning trajectories of these cities.","2019-04","2020-11-17 20:34:42","2023-12-07 17:40:05","","671-681","","","22","","","","","","","","","","","","","","","","","21 citations (Crossref) [2023-12-07] Publisher: Springer US","","/Users/nah093/Zotero/storage/ZGU9RB4X/Anderson et al. - 2019 - Comparing community garden typologies of Baltimore.pdf","","F:Built Environment; no acknowledgment; T:Urban Planning & Green Infrastructure; T:Agriculture; 2019; T:Ecosystem Services/Functions; Year 6; K:ecosystem services; K:green infrastructure; K:land use; 2017GS-002; K:distribution; K:grad Pursuit; K:urban agriculture; K:urban greening","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"63WDH5KP","journalArticle","2016","Erik J. Nelson; Matthew R. Helmus; Jeannine Cavender-Bares; Stephen Polasky; Jesse R. Lasky; Amy E. Zanne; William D. Pearse; Nathan J. B. Kraft; Daniela A. Miteva; William F. Fagan","Commercial Plant Production and Consumption Still Follow the Latitudinal Gradient in Species Diversity despite Economic Globalization","PLOS ONE","","1932-6203","10.1371/journal.pone.0163002","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0163002","Increasing trade between countries and gains in income have given consumers around the world access to a richer and more diverse set of commercial plant products (i.e., foods and fibers produced by farmers). According to the economic theory of comparative advantage, countries open to trade will be able to consume more–in terms of volume and diversity–if they concentrate production on commodities that they can most cost-effectively produce, while importing goods that are expensive to produce, relative to other countries. Here, we perform a global analysis of traded commercial plant products and find little evidence that increasing globalization has incentivized agricultural specialization. Instead, a country’s plant production and consumption patterns are still largely determined by local evolutionary legacies of plant diversification. Because tropical countries harbor a greater diversity of lineages across the tree of life than temperate countries, tropical countries produce and consume a greater diversity of plant products than do temperate countries. In contrast, the richer and more economically advanced temperate countries have the capacity to produce and consume more plant species than the generally poorer tropical countries, yet this collection of plant species is drawn from fewer branches on the tree of life. Why have countries not increasingly specialized in plant production despite the theoretical financial incentive to do so? Potential explanations include the persistence of domestic agricultural subsidies that distort production decisions, cultural preferences for diverse local food production, and that diverse food production protects rural households in developing countries from food price shocks. Less specialized production patterns will make crop systems more resilient to zonal climatic and social perturbations, but this may come at the expense of global crop production efficiency, an important step in making the transition to a hotter and more crowded world.","2016-10-05","2020-11-17 20:35:24","2023-12-07 17:40:04","2021-11-22 19:49:23","","","10","11","","PLOS ONE","","","","","","","","en","","","","","PLoS Journals","","5 citations (Crossref) [2023-12-07] Publisher: Public Library of Science","","/Users/nah093/Zotero/storage/K2VXT7Q7/Nelson et al. - 2016 - Commercial Plant Production and Consumption Still .pdf; /Users/nah093/Zotero/storage/WFVGTRBW/article.html","","sesync acknowledgment; T:Economics; Year 2; T:Agriculture; F:Biodiversity; K:biodiversity; 2016; F:Computationally Intensive Projects & Initiatives; K:plants; F:Food Systems & the Environment; T:Food Systems; K:species diversity; 2012V-011; K:crops; K:food; K:latitude; K:phylogenetics; K:plant phylogenetics; K:venture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCJGLF9B","journalArticle","2017","Jenny Zambrano; Henry F. Howe; Miquel Gonzalez-Meler","Combined effects of seed and soil quality drive seedling performance of a late-successional canopy tree in a tropical forest","Biotropica","","","10.1111/btp.12466","http://doi.wiley.com/10.1111/btp.12466","Habitat loss and fragmentation affect the structure and functioning of forested ecosystems worldwide, yet we lack an understanding of how species respond to environmental changes. Here, we examined reproductive success and seedling performance of Poulsenia armata (Moraceae) in continuous and fragmented forests of Los Tuxtlas, southern Mexico. We further investigated how maternal habitat and soil conditions manifested in the seedling stage. We determined seed quality and seedling performance by combining isotopic analyses in seed quality with field observations of P. armata fruit production and a common–garden experiment. Soil conditions in forest fragments negatively impacted P. armata reproductive success. Trees of P. armata in forest fragments were smaller in size and produced fewer fruits and smaller seeds with lower quality compared with trees from the continuous forest. The combined effects of maternal habitat and soil conditions determined seedling survival and growth of this tropical tree. Notably, seedlings had restricted plasticity for biomass allocation to roots, limiting the capacity of fragmented populations to compensate for the initial low N content in seeds. Trees in forest fragments at Los Tuxtlas produced offspring competitively inferior and potentially less resilient than counterparts in continuous forest, jeopardizing future persistence of this late-successional tree species.","2017-06","2020-11-17 20:35:11","2023-12-07 17:40:04","","811-820","","6","49","","","","","","","","","","","","","","","","","1 citations (Crossref) [2023-12-07]","","/Users/nah093/Zotero/storage/7VZJHLQ9/Zambrano et al. - 2017 - Combined effects of seed and soil quality drive se.pdf; /Users/nah093/Zotero/storage/MHV392H8/btp.html","","T:Landscapes at Risk; 2017; no acknowledgment; T:Sustainability; F:Land & Human Dynamics; Postdoc; T:Forests, Grasslands, & Other Terrestrial Lands; Year 5; T:Conservation; 2015PF-017; K:forests; K:common-garden experiment; K:forest; K:late-successional tree; K:parental investment; K:reproductive success; K:seed germination; K:stable isotopes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F4YJ3PU2","journalArticle","2015","Katharine Suding; Eric Higgs; Margaret A. Palmer; J. Baird Callicott; Christopher B. Anderson; Matthew Baker; John J. Gutrich; Kelly Hondula; Matthew C. LaFevor; Brendon M.H. Larson; Alan Randall; J.B. Ruhl; Katrina Z.S. Schwartz","Committing to ecological restoration","Science","","","10.1126/science.aaa4216","https://www.science.org/stoken/author-tokens/ST-953/full","At the September 2014 United Nations Climate Summit, governments rallied around an international agreement—the New York Declaration on Forests—that underscored restoration of degraded ecosystems as an auspicious solution to climate change. Ethiopia committed to restore more than one-sixth of its land. Uganda, the Democratic Republic of Congo, Guatemala, and Colombia pledged to restore huge areas within their borders. In total, parties committed to restore a staggering 350 million hectares by 2030.  The ambition affirms restoration’s growing importance in environmental policy. These new commitments follow the 2010 Aichi Convention on Biological Diversity (to restore at least 15% of degraded ecosystems globally) and the 2011 Bonn Challenge (to restore 150 million hectares). Particularly when accompanied by policies to reduce further losses (as in the New York Declaration), restoration of such magnitude holds promise to address global environmental concerns.  Achieving this promise requires careful thought about how we restore ecosystems. We outline four core principles of scientifically based, workable, and comprehensive restoration that can provide appropriate best practice guidelines in legal, policy, and planning efforts. Please use the URL under Link below to access the full version of this article.","2015-05","2020-11-17 20:35:22","2023-12-07 17:40:04","","","","6235","348","","","","","","","","","","","","","","","","","361 citations (Crossref) [2023-12-07]","","","","sesync acknowledgment; Staff; 2015; Foundation; F:Land & Human Dynamics; Postdoc; T:Conservation; T:Natural Resource Management; T:Ecology; T:Governance & Decision Making; Year 3; 2014F-008; 2014PF-014; K:ecological conservation; Year 4 (ML)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LYR5FFES","journalArticle","2018","Eric R. Dougherty; Perry de Valpine; Colin J. Carlson; Jason K. Blackburn; Wayne M. Getz","Commentary to: A cross-validation-based approach for delimiting reliable home range estimates","Movement Ecology","","","10.1186/s40462-018-0128-2","https://movementecologyjournal.biomedcentral.com/articles/10.1186/s40462-018-0128-2","Continued exploration of the performance of the recently proposed cross-validation-based approach for delimiting home ranges using the Time Local Convex Hull (T-LoCoH) method has revealed a number of issues with the original formulation. Here we replace the ad hoc cross-validation score with a new formulation based on the total log probability of out-of-sample predictions. To obtain these probabilities, we interpret the normalized LoCoH hulls as a probability density. The application of the approach described here results in optimal parameter sets that differ dramatically from those selected using the original formulation. The derived metrics of home range size, mean revisitation rate, and mean duration of visit are also altered using the corrected formulation. Despite these differences, we encourage the use of the cross-validation-based approach, as it provides a unifying framework governed by the statistical properties of the home ranges rather than subjective selections by the user.","2018-12","2020-11-17 20:30:31","2023-12-07 17:40:04","","10","","1","6","","","","","","","","","","","","","","","","","4 citations (Crossref) [2023-12-07] Publisher: BioMed Central","","/Users/nah093/Zotero/storage/2BI2H6F5/Dougherty et al. - 2018 - Commentary to a cross-validation-based approach f.pdf; /Users/nah093/Zotero/storage/9UTT74CZ/s40462-018-0128-2.html","","2018; no acknowledgment; Postdoc; F:Biodiversity; T:Theoretical/Conceptual Frameworks; T:Methods & Methodology; K:visitation; K:cross-validation; K:duration; K:etosha national park; K:home range; K:t-LoCoH; K:time local convex hulls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARDTRJQ6","journalArticle","2018","Ginger Allington; Maria E. Fernandez-Gimenez; Jiquan Chen; Daniel G. Brown","Combining participatory scenario planning and systems modeling to identify drivers of future sustainability on the Mongolian Plateau","Ecology and Society","","","10.5751/ES-10034-230209","https://www.ecologyandsociety.org/vol23/iss2/art9/","The study of social-ecological systems (SES) is an inherently interdisciplinary endeavor that necessitates collaboration among multiple researchers and stakeholders. These collaborations often result in novel insights into the dynamics and feedbacks that occur within these systems. Achieving these insights requires methods and tools that integrate diverse knowledge from multiple disciplines and sectors of society to inform actionable research on complex systems. Past research has demonstrated the contributions that stakeholders can make to defining scenarios that are subsequently applied to quantitative modeling. Here, we focus on the feedback from quantitative modeling to refinement and interpretation of scenarios, and demonstrate how quantitative modeling can reveal aspects of system dynamics that were not considered during scenario development. We present a case study in which we use qualitative scenario planning as a tool to engender systems thinking by a diverse set of stakeholders in a complex transboundary SES: the Mongolian Plateau. This exercise demonstrated the value of participatory scenario planning as a tool for facilitating interdisciplinary and cross-sectoral dialog and knowledge generation. It also ensured the integration of place-based knowledge into scenario development for subsequent quantitative modeling. In addition to incorporating stakeholder knowledge in simulation of complex human-environment dynamics, the quantitative modeling revealed how the dynamics of rural out-migration contribute to the decoupling of rural herder populations and livestock numbers. The emergent knowledge gained from this process underscores the utility of pairing the qualitative scenarios with quantitative simulations to reveal unanticipated system behavior and key drivers not identified or overlooked by stakeholders.","2018-04","2020-11-17 20:35:07","2023-12-07 17:40:04","","","","2","23","","","","","","","","","","","","","","","","","24 citations (Crossref) [2023-12-07] Publisher: The Resilience Alliance","","/Users/nah093/Zotero/storage/6NXKT8IN/Allington et al. - 2018 - Combining participatory scenario planning and syst.pdf; /Users/nah093/Zotero/storage/QCCSVF59/art9.html","","2018; F:Socio-Environmental Resilience; sesync acknowledgment; T:Socio-Environmental Systems; T:Sustainability; Postdoc; F:Socio-Environmental Modeling; T:Methods & Methodology; Year 6; 2016PF-022; K:mongolian Plateau; K:scenario planning; K:system dynamics model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8P9M4KW3","journalArticle","2023","Cho, Se Jong; Klemz, Claudio; Barreto, Samuel; Raepple, Justus; Bracale, Henrique; Acosta, Eileen Andrea; Rogéliz-Prada, Carlos Andres; Ciasca, Bruna S.","Collaborative Watershed Modeling as Stakeholder Engagement Tool for Science-Based Water Policy Assessment in São Paulo, Brazil","Water","","2073-4441","10.3390/w15030401","https://www.mdpi.com/2073-4441/15/3/401","This study describes a collaborative modeling process deployed at the Cantareira Water Supply System (CWSS) in São Paulo City Metropolitan Area, Brazil. The CWSS faces challenges for meeting the increasing water demand, while land-use and climate change and their combined effect on its water cycle and balance have created a complex water resources management problem. Through a stakeholder engagement process—involving scientists and policymakers, the water utility company, and state administration—environmental simulation models were developed to elicit and represent multiple environmental, economic, and policy perspectives, developing a mutual language to communicate and establish common goals of water resources management. Study outputs include estimation of biophysical and economic benefits associated with prioritized native vegetation restoration activities in the source watersheds. These outputs are deployed in support of landscape planning and the decision process integrating multiple stakeholder perspectives in São Paulo state administration, the water utility company, and municipalities.","2023-01","2023-01-23 16:46:25","2023-12-07 17:40:03","2023-01-23 16:46:25","401","","3","15","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www-mdpi-com.proxy-um.researchport.umd.edu","","3 citations (Crossref) [2023-12-07] Number: 3 Publisher: Multidisciplinary Digital Publishing Institute","","/Users/nah093/Zotero/storage/RK2XJEV7/Cho et al. - 2023 - Collaborative Watershed Modeling as Stakeholder En.pdf","","sesync acknowledgment; T:Climate Change; Postdoc; reported to NSF; T:Natural Resource Management; Year 8; K:collaborative modeling; T:Modeling; F:Water & People; T:Policy & Regulation; F:Governance & Natural Resources; 2023; 2018PF-042; K:stakeholder engagement; K:hydrologic simulation model; K:policy decision analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
